GC OrgID,legal_title,appellation_légale,FAA_LGFP,preferred_name,nom_préféré,abbreviation,abreviation,status_statut,end_date_fin,harmonized_name,nom_harmonisé
3658,Marine Atlantic Inc.,Marine Atlantique S.C.C.,3,,,,,a,,Marine Atlantic Inc.,Marine Atlantique S.C.C.
3659,Pacific Pilotage Authority,Administration de pilotage du Pacifique,3,,,,,a,,Pacific Pilotage Authority,Administration de pilotage du Pacifique
3660,Ridley Terminals Inc.,Ridley Terminals Inc.,,,,,,t,2019,Ridley Terminals Inc.,Ridley Terminals Inc.
3661,The Federal Bridge Corporation Limited,La Société des ponts fédéraux Limitée,3,,,,,a,,The Federal Bridge Corporation Limited,La Société des ponts fédéraux Limitée
3662,VIA Rail Canada Inc.,VIA Rail Canada inc.,3,,,,,a,,VIA Rail Canada Inc.,VIA Rail Canada inc.
3663,Public Sector Pension Investment Board,Office d'investissement des régimes de pensions du secteur public,,,,,,a,,Public Sector Pension Investment Board,Office d'investissement des régimes de pensions du secteur public
3664,Assisted Human Reproduction Agency of Canada,Agence canadienne de contrôle de la procréation assistée,,,,,,d,2012,Assisted Human Reproduction Agency of Canada,Agence canadienne de contrôle de la procréation assistée
3665,Blue Water Bridge Authority,Administration du pont Blue Water,,,,,,d,2015,Blue Water Bridge Authority,Administration du pont Blue Water
3666,Canada Employment Insurance Financing Board,Office de financement de l'assurance-emploi du Canada,,,,,,d,2013,Canada Employment Insurance Financing Board,Office de financement de l'assurance-emploi du Canada
3667,Corporation for the Mitigation of Mackenzie Gas Project Impacts,Société d'atténuation des répercussions du projet gazier Mackenzie,,,,,,d,2014,Corporation for the Mitigation of Mackenzie Gas Project Impacts,Société d'atténuation des répercussions du projet gazier Mackenzie
3668,Enterprise Cape Breton Corporation,Société d'expansion du Cap Breton,,,,,,d,2014,Enterprise Cape Breton Corporation,Société d'expansion du Cap Breton
3669,First Nations Statistical Institute,Institut de la statistique des Premières nations,,,,,,d,2013,First Nations Statistical Institute,Institut de la statistique des Premières nations
3670,Grain Appeal Tribunal,Tribunal d'appel pour les grains,,,,,,d,2013,Grain Appeal Tribunal,Tribunal d'appel pour les grains
3671,Hazardous Materials Information Review Commission,Conseil de contrôle des renseignements relatifs aux matières dangereuses,,,,,,d,2012,Hazardous Materials Information Review Commission,Conseil de contrôle des renseignements relatifs aux matières dangereuses
3672,Indian Residential Schools Truth and Reconciliation Commission,Commission de vérité et de réconciliation relative aux pensionnats indiens,,,,,,d,2015,Indian Residential Schools Truth and Reconciliation Commission,Commission de vérité et de réconciliation relative aux pensionnats indiens
3673,Inuvialuit Arbitration Board,Commission d'arbitrage des Inuvialuit,,,,,,d,2013,Inuvialuit Arbitration Board,Commission d'arbitrage des Inuvialuit
3674,Merchant Seamen Compensation Board,Commission d'indemnisation des marins marchands,,,,,,d,2013,Merchant Seamen Compensation Board,Commission d'indemnisation des marins marchands
3675,National Round Table on the Environment and the Economy,Table ronde nationale sur l'environnement et l'économie,,,,,,d,2012,National Round Table on the Environment and the Economy,Table ronde nationale sur l'environnement et l'économie
3676,Public Appointments Commission Secretariat,Secrétariat de la Commission des nominations publiques,,,,,,d,2012,Public Appointments Commission Secretariat,Secrétariat de la Commission des nominations publiques
3679,Canada Agricultural Review Tribunal,Commission de révision agricole du Canada,,,,,,t,2013,Canada Agricultural Review Tribunal,Commission de révision agricole du Canada
3680,Canada Industrial Relations Board,Conseil canadien des relations industrielles,,,,,,t,2014,Canada Industrial Relations Board,Conseil canadien des relations industrielles
3681,Canadian Artists and Producers Professional Relations Tribunal,Tribunal canadien des relations professionnelles artistes-producteurs,,,,,,t,2012,Canadian Artists and Producers Professional Relations Tribunal,Tribunal canadien des relations professionnelles artistes-producteurs
3682,Canadian Cultural Property Export Review Board,Commission canadienne d'examen des exportations de biens culturels,,,,,,t,2013,Canadian Cultural Property Export Review Board,Commission canadienne d'examen des exportations de biens culturels
3683,Canadian Human Rights Tribunal,Tribunal canadien des droits de la personne,,,,,,t,2014,Canadian Human Rights Tribunal,Tribunal canadien des droits de la personne
3684,Canadian International Development Agency,Agence canadienne de développement international,,,,,,t,2013,Canadian International Development Agency,Agence canadienne de développement international
3685,Canadian International Trade Tribunal,Tribunal canadien du commerce extérieur,,,,,,t,2014,Canadian International Trade Tribunal,Tribunal canadien du commerce extérieur
3686,Employment Insurance Boards of Referees,Conseils arbitraux de l'assurance-emploi,,,,,,t,2013,Employment Insurance Boards of Referees,Conseils arbitraux de l'assurance-emploi
3687,Office of the Commissioner of Review Tribunals,Bureau du Commissaire des tribunaux de révision,,,,,,t,2013,Office of the Commissioner of Review Tribunals,Bureau du Commissaire des tribunaux de révision
3688,Office of the Umpire,Bureau du juge-arbitre,,,,,,t,2013,Office of the Umpire,Bureau du juge-arbitre
3689,Old Port of Montreal Corporation Inc.,Société du Vieux-Port de Montréal Inc.,,,,,,t,2012,Old Port of Montreal Corporation Inc.,Société du Vieux-Port de Montréal Inc.
3690,Parc Downsview Park Inc.,Parc Downsview Park Inc,,,,,,t,2012,Parc Downsview Park Inc.,Parc Downsview Park Inc
3691,Pension Appeals Board,Commission d'appel des pensions,,,,,,t,2013,Pension Appeals Board,Commission d'appel des pensions
3692,Public Service Labour Relations Board,Commission des relations de travail dans la fonction publique,,,,,,t,2014,Public Service Labour Relations Board,Commission des relations de travail dans la fonction publique
3693,Public Service Staffing Tribunal,Tribunal de la dotation de la fonction publique,,,,,,t,2014,Public Service Staffing Tribunal,Tribunal de la dotation de la fonction publique
3694,Registry of the Competition Tribunal,Greffe du Tribunal de la concurrence,,,,,,t,2014,Registry of the Competition Tribunal,Greffe du Tribunal de la concurrence
3695,Registry of the Public Servants Disclosure Protection Tribunal,Greffe du Tribunal de la protection des fonctionnaires divulgateurs d'actes répréhensibles,,,,,,t,2014,Registry of the Public Servants Disclosure Protection Tribunal,Greffe du Tribunal de la protection des fonctionnaires divulgateurs d'actes répréhensibles
3696,Registry of the Specific Claims Tribunal,Greffe du Tribunal des revendications particulières,,,,,,t,2014,Registry of the Specific Claims Tribunal,Greffe du Tribunal des revendications particulières
3697,Transportation Appeal Tribunal of Canada,Tribunal d'appel des transports du Canada,,,,,,t,2014,Transportation Appeal Tribunal of Canada,Tribunal d'appel des transports du Canada
3698,Vancouver Organizing Committee for the 2010 Olympic and Paralympic Winter Games,Comité d'organisation des Jeux olympiques et paralympiques d'hiver de 2010 à Vancouver,,,,,,d,2012,Vancouver Organizing Committee for the 2010 Olympic and Paralympic Winter Games,Comité d'organisation des Jeux olympiques et paralympiques d'hiver de 2010 à Vancouver
3700,The Halifax 2011 Canada Games Host Society,Société d'accueil des Jeux de 2011 de Halifax,,,,,,d,2012,The Halifax 2011 Canada Games Host Society,Société d'accueil des Jeux de 2011 de Halifax
3701,Prince George 2015 Canada Winter Games Host Society,Société hôtesse des Jeux d'hiver du Canada Prince George 2015,,,,,,a,,Prince George 2015 Canada Winter Games Host Society,Société hôtesse des Jeux d'hiver du Canada Prince George 2015
3702,2010 Games Operating Trust Society,Société du legs des Jeux de 2010,,,,,,a,,2010 Games Operating Trust Society,Société du legs des Jeux de 2010
3703,Canada Water Agency,Agence canadienne de l'eau,i1,,,,,a,,Canada Water Agency,Agence canadienne de l'eau
3704,Treasury Board,Conseil du Trésor,1,,,TB,CT,a,,Treasury Board,Conseil du Trésor
